,mod5_b,height,wind,diff_h
2037,2,3194,2037,3.0
2038,3,3194,2038,0.0
2039,4,3196,2039,2.0
2040,0,3196,2040,0.0
2041,1,3197,2041,1.0
2042,2,3200,2042,3.0
2043,3,3202,2043,2.0
2044,4,3204,2044,2.0
2045,0,3204,2045,0.0
2046,1,3205,2046,1.0
2047,2,3207,2047,2.0
2048,3,3208,2048,1.0
2049,4,3210,2049,2.0
2050,0,3210,2050,0.0
2051,1,3211,2051,1.0
2052,2,3214,2052,3.0
2053,3,3214,2053,0.0
2054,4,3216,2054,2.0
2055,0,3216,2055,0.0
2056,1,3217,2056,1.0
2057,2,3219,2057,2.0
2058,3,3220,2058,1.0
2059,4,3223,2059,3.0
2060,0,3223,2060,0.0
2061,1,3224,2061,1.0
2062,2,3226,2062,2.0
2063,3,3227,2063,1.0
2064,4,3229,2064,2.0
2065,0,3229,2065,0.0
2066,1,3230,2066,1.0
2067,2,3232,2067,2.0
2068,3,3234,2068,2.0
2069,4,3236,2069,2.0
2070,0,3236,2070,0.0
2071,1,3237,2071,1.0
2072,2,3240,2072,3.0
2073,3,3243,2073,3.0
2074,4,3247,2074,4.0
2075,0,3247,2075,0.0
2076,1,3248,2076,1.0
2077,2,3251,2077,3.0
2078,3,3254,2078,3.0
2079,4,3254,2079,0.0
2080,0,3256,2080,2.0
2081,1,3257,2081,1.0
2082,2,3258,2082,1.0
2083,3,3260,2083,2.0
2084,4,3261,2084,1.0
2085,0,3261,2085,0.0
2086,1,3262,2086,1.0
2087,2,3264,2087,2.0
2088,3,3267,2088,3.0
2089,4,3267,2089,0.0
2090,0,3269,2090,2.0
2091,1,3270,2091,1.0
2092,2,3273,2092,3.0
2093,3,3273,2093,0.0
2094,4,3277,2094,4.0
2095,0,3277,2095,0.0
2096,1,3278,2096,1.0
2097,2,3281,2097,3.0
2098,3,3284,2098,3.0
2099,4,3284,2099,0.0
2100,0,3286,2100,2.0
2101,1,3287,2101,1.0
2102,2,3290,2102,3.0
2103,3,3292,2103,2.0
2104,4,3294,2104,2.0
2105,0,3294,2105,0.0
2106,1,3295,2106,1.0
2107,2,3298,2107,3.0
2108,3,3301,2108,3.0
2109,4,3303,2109,2.0
2110,0,3305,2110,2.0
2111,1,3306,2111,1.0
2112,2,3308,2112,2.0
2113,3,3311,2113,3.0
2114,4,3315,2114,4.0
2115,0,3315,2115,0.0
2116,1,3316,2116,1.0
2117,2,3319,2117,3.0
2118,3,3321,2118,2.0
2119,4,3323,2119,2.0
2120,0,3323,2120,0.0
2121,1,3323,2121,0.0
2122,2,3324,2122,1.0
2123,3,3326,2123,2.0
2124,4,3328,2124,2.0
2125,0,3330,2125,2.0
2126,1,3330,2126,0.0
2127,2,3330,2127,0.0
2128,3,3333,2128,3.0
2129,4,3333,2129,0.0
2130,0,3335,2130,2.0
2131,1,3335,2131,0.0
2132,2,3337,2132,2.0
2133,3,3340,2133,3.0
2134,4,3340,2134,0.0
2135,0,3340,2135,0.0
2136,1,3341,2136,1.0
2137,2,3344,2137,3.0
2138,3,3346,2138,2.0
2139,4,3348,2139,2.0
2140,0,3348,2140,0.0
2141,1,3349,2141,1.0
2142,2,3352,2142,3.0
2143,3,3354,2143,2.0
2144,4,3356,2144,2.0
2145,0,3356,2145,0.0
2146,1,3357,2146,1.0
2147,2,3360,2147,3.0
2148,3,3363,2148,3.0
2149,4,3365,2149,2.0
2150,0,3367,2150,2.0
2151,1,3368,2151,1.0
2152,2,3371,2152,3.0
2153,3,3373,2153,2.0
2154,4,3375,2154,2.0
2155,0,3375,2155,0.0
2156,1,3376,2156,1.0
2157,2,3378,2157,2.0
2158,3,3379,2158,1.0
2159,4,3381,2159,2.0
2160,0,3381,2160,0.0
2161,1,3382,2161,1.0
2162,2,3385,2162,3.0
2163,3,3388,2163,3.0
2164,4,3390,2164,2.0
2165,0,3390,2165,0.0
2166,1,3391,2166,1.0
2167,2,3394,2167,3.0
2168,3,3397,2168,3.0
2169,4,3401,2169,4.0
2170,0,3401,2170,0.0
2171,1,3402,2171,1.0
2172,2,3405,2172,3.0
2173,3,3407,2173,2.0
2174,4,3407,2174,0.0
2175,0,3409,2175,2.0
2176,1,3410,2176,1.0
2177,2,3413,2177,3.0
2178,3,3415,2178,2.0
2179,4,3415,2179,0.0
2180,0,3417,2180,2.0
2181,1,3418,2181,1.0
2182,2,3421,2182,3.0
2183,3,3424,2183,3.0
2184,4,3424,2184,0.0
2185,0,3424,2185,0.0
2186,1,3424,2186,0.0
2187,2,3426,2187,2.0
2188,3,3429,2188,3.0
2189,4,3429,2189,0.0
2190,0,3429,2190,0.0
2191,1,3430,2191,1.0
2192,2,3433,2192,3.0
2193,3,3435,2193,2.0
2194,4,3437,2194,2.0
2195,0,3439,2195,2.0
2196,1,3440,2196,1.0
2197,2,3443,2197,3.0
2198,3,3446,2198,3.0
2199,4,3448,2199,2.0
2200,0,3448,2200,0.0
2201,1,3449,2201,1.0
2202,2,3452,2202,3.0
2203,3,3452,2203,0.0
2204,4,3455,2204,3.0
2205,0,3455,2205,0.0
2206,1,3455,2206,0.0
2207,2,3457,2207,2.0
2208,3,3460,2208,3.0
2209,4,3460,2209,0.0
2210,0,3460,2210,0.0
2211,1,3461,2211,1.0
2212,2,3464,2212,3.0
2213,3,3467,2213,3.0
2214,4,3469,2214,2.0
2215,0,3471,2215,2.0
2216,1,3472,2216,1.0
2217,2,3474,2217,2.0
2218,3,3475,2218,1.0
2219,4,3477,2219,2.0
2220,0,3479,2220,2.0
2221,1,3480,2221,1.0
2222,2,3480,2222,0.0
2223,3,3480,2223,0.0
2224,4,3482,2224,2.0
2225,0,3484,2225,2.0
2226,1,3485,2226,1.0
2227,2,3487,2227,2.0
2228,3,3490,2228,3.0
2229,4,3490,2229,0.0
2230,0,3490,2230,0.0
2231,1,3491,2231,1.0
2232,2,3493,2232,2.0
2233,3,3496,2233,3.0
2234,4,3498,2234,2.0
2235,0,3498,2235,0.0
2236,1,3499,2236,1.0
2237,2,3502,2237,3.0
2238,3,3505,2238,3.0
2239,4,3505,2239,0.0
2240,0,3505,2240,0.0
2241,1,3506,2241,1.0
2242,2,3509,2242,3.0
2243,3,3512,2243,3.0
2244,4,3512,2244,0.0
2245,0,3512,2245,0.0
2246,1,3513,2246,1.0
2247,2,3515,2247,2.0
2248,3,3518,2248,3.0
2249,4,3522,2249,4.0
2250,0,3522,2250,0.0
2251,1,3523,2251,1.0
2252,2,3526,2252,3.0
2253,3,3529,2253,3.0
2254,4,3531,2254,2.0
2255,0,3531,2255,0.0
2256,1,3532,2256,1.0
2257,2,3535,2257,3.0
2258,3,3537,2258,2.0
2259,4,3539,2259,2.0
2260,0,3541,2260,2.0
2261,1,3542,2261,1.0
2262,2,3545,2262,3.0
2263,3,3547,2263,2.0
2264,4,3547,2264,0.0
2265,0,3547,2265,0.0
2266,1,3548,2266,1.0
2267,2,3551,2267,3.0
2268,3,3554,2268,3.0
2269,4,3558,2269,4.0
2270,0,3560,2270,2.0
2271,1,3561,2271,1.0
2272,2,3563,2272,2.0
2273,3,3564,2273,1.0
2274,4,3566,2274,2.0
2275,0,3566,2275,0.0
2276,1,3567,2276,1.0
2277,2,3569,2277,2.0
2278,3,3571,2278,2.0
2279,4,3573,2279,2.0
2280,0,3575,2280,2.0
2281,1,3576,2281,1.0
2282,2,3579,2282,3.0
2283,3,3581,2283,2.0
2284,4,3581,2284,0.0
2285,0,3581,2285,0.0
2286,1,3581,2286,0.0
2287,2,3583,2287,2.0
2288,3,3585,2288,2.0
2289,4,3589,2289,4.0
2290,0,3589,2290,0.0
2291,1,3590,2291,1.0
2292,2,3592,2292,2.0
2293,3,3595,2293,3.0
2294,4,3597,2294,2.0
2295,0,3597,2295,0.0
2296,1,3598,2296,1.0
2297,2,3601,2297,3.0
2298,3,3604,2298,3.0
2299,4,3604,2299,0.0
2300,0,3604,2300,0.0
2301,1,3605,2301,1.0
2302,2,3608,2302,3.0
2303,3,3611,2303,3.0
2304,4,3613,2304,2.0
2305,0,3613,2305,0.0
2306,1,3614,2306,1.0
2307,2,3617,2307,3.0
2308,3,3620,2308,3.0
2309,4,3622,2309,2.0
2310,0,3624,2310,2.0
2311,1,3625,2311,1.0
2312,2,3628,2312,3.0
2313,3,3631,2313,3.0
2314,4,3633,2314,2.0
2315,0,3635,2315,2.0
2316,1,3636,2316,1.0
2317,2,3639,2317,3.0
2318,3,3641,2318,2.0
2319,4,3641,2319,0.0
2320,0,3641,2320,0.0
2321,1,3641,2321,0.0
2322,2,3644,2322,3.0
2323,3,3647,2323,3.0
2324,4,3647,2324,0.0
2325,0,3649,2325,2.0
2326,1,3649,2326,0.0
2327,2,3652,2327,3.0
2328,3,3652,2328,0.0
2329,4,3652,2329,0.0
2330,0,3654,2330,2.0
2331,1,3655,2331,1.0
2332,2,3658,2332,3.0
2333,3,3660,2333,2.0
2334,4,3660,2334,0.0
2335,0,3661,2335,1.0
2336,1,3662,2336,1.0
2337,2,3665,2337,3.0
2338,3,3668,2338,3.0
2339,4,3668,2339,0.0
2340,0,3668,2340,0.0
2341,1,3669,2341,1.0
2342,2,3671,2342,2.0
2343,3,3674,2343,3.0
2344,4,3676,2344,2.0
2345,0,3678,2345,2.0
2346,1,3679,2346,1.0
2347,2,3681,2347,2.0
2348,3,3684,2348,3.0
2349,4,3688,2349,4.0
2350,0,3690,2350,2.0
2351,1,3691,2351,1.0
2352,2,3694,2352,3.0
2353,3,3696,2353,2.0
2354,4,3698,2354,2.0
2355,0,3700,2355,2.0
2356,1,3701,2356,1.0
2357,2,3704,2357,3.0
2358,3,3706,2358,2.0
2359,4,3708,2359,2.0
2360,0,3708,2360,0.0
2361,1,3709,2361,1.0
2362,2,3712,2362,3.0
2363,3,3714,2363,2.0
2364,4,3718,2364,4.0
2365,0,3718,2365,0.0
2366,1,3719,2366,1.0
2367,2,3722,2367,3.0
2368,3,3725,2368,3.0
2369,4,3729,2369,4.0
2370,0,3729,2370,0.0
2371,1,3730,2371,1.0
2372,2,3732,2372,2.0
2373,3,3735,2373,3.0
2374,4,3737,2374,2.0
2375,0,3737,2375,0.0
2376,1,3738,2376,1.0
2377,2,3741,2377,3.0
2378,3,3744,2378,3.0
2379,4,3748,2379,4.0
2380,0,3748,2380,0.0
2381,1,3749,2381,1.0
2382,2,3751,2382,2.0
2383,3,3753,2383,2.0
2384,4,3753,2384,0.0
2385,0,3753,2385,0.0
2386,1,3754,2386,1.0
2387,2,3757,2387,3.0
2388,3,3759,2388,2.0
2389,4,3763,2389,4.0
2390,0,3765,2390,2.0
2391,1,3766,2391,1.0
2392,2,3767,2392,1.0
2393,3,3769,2393,2.0
2394,4,3770,2394,1.0
2395,0,3770,2395,0.0
2396,1,3771,2396,1.0
2397,2,3774,2397,3.0
2398,3,3776,2398,2.0
2399,4,3776,2399,0.0
2400,0,3776,2400,0.0
2401,1,3777,2401,1.0
2402,2,3780,2402,3.0
2403,3,3782,2403,2.0
2404,4,3782,2404,0.0
2405,0,3782,2405,0.0
2406,1,3782,2406,0.0
2407,2,3784,2407,2.0
2408,3,3787,2408,3.0
2409,4,3787,2409,0.0
2410,0,3787,2410,0.0
2411,1,3788,2411,1.0
2412,2,3791,2412,3.0
2413,3,3791,2413,0.0
2414,4,3793,2414,2.0
2415,0,3793,2415,0.0
2416,1,3794,2416,1.0
2417,2,3796,2417,2.0
2418,3,3798,2418,2.0
2419,4,3798,2419,0.0
2420,0,3800,2420,2.0
2421,1,3800,2421,0.0
2422,2,3802,2422,2.0
2423,3,3802,2423,0.0
2424,4,3804,2424,2.0
2425,0,3804,2425,0.0
2426,1,3805,2426,1.0
2427,2,3807,2427,2.0
2428,3,3809,2428,2.0
2429,4,3811,2429,2.0
2430,0,3811,2430,0.0
2431,1,3812,2431,1.0
2432,2,3815,2432,3.0
2433,3,3818,2433,3.0
2434,4,3822,2434,4.0
2435,0,3824,2435,2.0
2436,1,3824,2436,0.0
2437,2,3824,2437,0.0
2438,3,3827,2438,3.0
2439,4,3829,2439,2.0
2440,0,3831,2440,2.0
2441,1,3832,2441,1.0
2442,2,3835,2442,3.0
2443,3,3837,2443,2.0
2444,4,3837,2444,0.0
2445,0,3837,2445,0.0
2446,1,3837,2446,0.0
2447,2,3840,2447,3.0
2448,3,3842,2448,2.0
2449,4,3844,2449,2.0
2450,0,3846,2450,2.0
2451,1,3847,2451,1.0
2452,2,3850,2452,3.0
2453,3,3850,2453,0.0
2454,4,3853,2454,3.0
2455,0,3853,2455,0.0
2456,1,3854,2456,1.0
2457,2,3856,2457,2.0
2458,3,3859,2458,3.0
2459,4,3859,2459,0.0
2460,0,3861,2460,2.0
2461,1,3862,2461,1.0
2462,2,3864,2462,2.0
2463,3,3866,2463,2.0
2464,4,3867,2464,1.0
2465,0,3868,2465,1.0
2466,1,3869,2466,1.0
2467,2,3872,2467,3.0
2468,3,3874,2468,2.0
2469,4,3875,2469,1.0
2470,0,3877,2470,2.0
2471,1,3878,2471,1.0
2472,2,3879,2472,1.0
2473,3,3881,2473,2.0
2474,4,3882,2474,1.0
2475,0,3884,2475,2.0
2476,1,3885,2476,1.0
2477,2,3888,2477,3.0
2478,3,3890,2478,2.0
2479,4,3892,2479,2.0
2480,0,3892,2480,0.0
2481,1,3893,2481,1.0
2482,2,3895,2482,2.0
2483,3,3898,2483,3.0
2484,4,3898,2484,0.0
2485,0,3898,2485,0.0
2486,1,3899,2486,1.0
2487,2,3901,2487,2.0
2488,3,3903,2488,2.0
2489,4,3907,2489,4.0
2490,0,3907,2490,0.0
2491,1,3907,2491,0.0
2492,2,3907,2492,0.0
2493,3,3910,2493,3.0
2494,4,3914,2494,4.0
2495,0,3916,2495,2.0
2496,1,3917,2496,1.0
2497,2,3920,2497,3.0
2498,3,3923,2498,3.0
2499,4,3925,2499,2.0
2500,0,3927,2500,2.0
2501,1,3928,2501,1.0
2502,2,3931,2502,3.0
2503,3,3934,2503,3.0
2504,4,3936,2504,2.0
2505,0,3936,2505,0.0
2506,1,3936,2506,0.0
2507,2,3938,2507,2.0
2508,3,3941,2508,3.0
2509,4,3941,2509,0.0
2510,0,3941,2510,0.0
2511,1,3942,2511,1.0
2512,2,3944,2512,2.0
2513,3,3945,2513,1.0
2514,4,3947,2514,2.0
2515,0,3947,2515,0.0
2516,1,3948,2516,1.0
2517,2,3950,2517,2.0
2518,3,3953,2518,3.0
2519,4,3955,2519,2.0
2520,0,3955,2520,0.0
2521,1,3956,2521,1.0
2522,2,3959,2522,3.0
2523,3,3961,2523,2.0
2524,4,3962,2524,1.0
2525,0,3962,2525,0.0
2526,1,3963,2526,1.0
2527,2,3966,2527,3.0
2528,3,3969,2528,3.0
2529,4,3971,2529,2.0
2530,0,3973,2530,2.0
2531,1,3974,2531,1.0
2532,2,3977,2532,3.0
2533,3,3980,2533,3.0
2534,4,3982,2534,2.0
2535,0,3984,2535,2.0
2536,1,3985,2536,1.0
2537,2,3988,2537,3.0
2538,3,3991,2538,3.0
2539,4,3991,2539,0.0
2540,0,3991,2540,0.0
2541,1,3991,2541,0.0
2542,2,3993,2542,2.0
2543,3,3996,2543,3.0
2544,4,3998,2544,2.0
2545,0,3998,2545,0.0
2546,1,3998,2546,0.0
2547,2,4000,2547,2.0
2548,3,4003,2548,3.0
2549,4,4005,2549,2.0
2550,0,4005,2550,0.0
2551,1,4005,2551,0.0
2552,2,4007,2552,2.0
2553,3,4010,2553,3.0
2554,4,4010,2554,0.0
2555,0,4010,2555,0.0
2556,1,4010,2556,0.0
2557,2,4013,2557,3.0
2558,3,4015,2558,2.0
2559,4,4019,2559,4.0
2560,0,4021,2560,2.0
2561,1,4022,2561,1.0
2562,2,4022,2562,0.0
2563,3,4025,2563,3.0
2564,4,4027,2564,2.0
2565,0,4027,2565,0.0
2566,1,4028,2566,1.0
2567,2,4031,2567,3.0
2568,3,4034,2568,3.0
2569,4,4034,2569,0.0
2570,0,4034,2570,0.0
2571,1,4034,2571,0.0
2572,2,4036,2572,2.0
2573,3,4038,2573,2.0
2574,4,4040,2574,2.0
2575,0,4040,2575,0.0
2576,1,4040,2576,0.0
2577,2,4042,2577,2.0
2578,3,4044,2578,2.0
2579,4,4045,2579,1.0
2580,0,4045,2580,0.0
2581,1,4045,2581,0.0
2582,2,4047,2582,2.0
2583,3,4050,2583,3.0
2584,4,4050,2584,0.0
2585,0,4052,2585,2.0
2586,1,4053,2586,1.0
2587,2,4054,2587,1.0
2588,3,4056,2588,2.0
2589,4,4058,2589,2.0
2590,0,4058,2590,0.0
2591,1,4059,2591,1.0
2592,2,4062,2592,3.0
2593,3,4064,2593,2.0
2594,4,4068,2594,4.0
2595,0,4068,2595,0.0
2596,1,4069,2596,1.0
2597,2,4072,2597,3.0
2598,3,4075,2598,3.0
2599,4,4079,2599,4.0
2600,0,4081,2600,2.0
2601,1,4082,2601,1.0
2602,2,4082,2602,0.0
2603,3,4085,2603,3.0
2604,4,4085,2604,0.0
2605,0,4085,2605,0.0
2606,1,4086,2606,1.0
2607,2,4089,2607,3.0
2608,3,4091,2608,2.0
2609,4,4092,2609,1.0
2610,0,4093,2610,1.0
2611,1,4094,2611,1.0
2612,2,4097,2612,3.0
2613,3,4100,2613,3.0
2614,4,4102,2614,2.0
2615,0,4102,2615,0.0
2616,1,4102,2616,0.0
2617,2,4104,2617,2.0
2618,3,4107,2618,3.0
2619,4,4107,2619,0.0
2620,0,4107,2620,0.0
2621,1,4108,2621,1.0
2622,2,4111,2622,3.0
2623,3,4111,2623,0.0
2624,4,4114,2624,3.0
2625,0,4114,2625,0.0
2626,1,4115,2626,1.0
2627,2,4117,2627,2.0
2628,3,4119,2628,2.0
2629,4,4121,2629,2.0
2630,0,4121,2630,0.0
2631,1,4122,2631,1.0
2632,2,4122,2632,0.0
2633,3,4124,2633,2.0
2634,4,4128,2634,4.0
2635,0,4128,2635,0.0
2636,1,4128,2636,0.0
2637,2,4128,2637,0.0
2638,3,4131,2638,3.0
2639,4,4131,2639,0.0
2640,0,4131,2640,0.0
2641,1,4132,2641,1.0
2642,2,4135,2642,3.0
2643,3,4135,2643,0.0
2644,4,4138,2644,3.0
2645,0,4140,2645,2.0
2646,1,4141,2646,1.0
2647,2,4143,2647,2.0
2648,3,4144,2648,1.0
2649,4,4147,2649,3.0
2650,0,4149,2650,2.0
2651,1,4149,2651,0.0
2652,2,4151,2652,2.0
2653,3,4154,2653,3.0
2654,4,4156,2654,2.0
2655,0,4158,2655,2.0
2656,1,4159,2656,1.0
2657,2,4162,2657,3.0
2658,3,4165,2658,3.0
2659,4,4167,2659,2.0
2660,0,4167,2660,0.0
2661,1,4168,2661,1.0
2662,2,4171,2662,3.0
2663,3,4174,2663,3.0
2664,4,4174,2664,0.0
2665,0,4176,2665,2.0
2666,1,4176,2666,0.0
2667,2,4179,2667,3.0
2668,3,4181,2668,2.0
2669,4,4183,2669,2.0
2670,0,4185,2670,2.0
2671,1,4186,2671,1.0
2672,2,4189,2672,3.0
2673,3,4192,2673,3.0
2674,4,4194,2674,2.0
2675,0,4196,2675,2.0
2676,1,4197,2676,1.0
2677,2,4199,2677,2.0
2678,3,4202,2678,3.0
2679,4,4204,2679,2.0
2680,0,4204,2680,0.0
2681,1,4204,2681,0.0
2682,2,4206,2682,2.0
2683,3,4208,2683,2.0
2684,4,4212,2684,4.0
2685,0,4212,2685,0.0
2686,1,4213,2686,1.0
2687,2,4216,2687,3.0
2688,3,4219,2688,3.0
2689,4,4219,2689,0.0
2690,0,4219,2690,0.0
2691,1,4220,2691,1.0
2692,2,4223,2692,3.0
2693,3,4223,2693,0.0
2694,4,4227,2694,4.0
2695,0,4227,2695,0.0
2696,1,4227,2696,0.0
2697,2,4229,2697,2.0
2698,3,4229,2698,0.0
2699,4,4229,2699,0.0
2700,0,4231,2700,2.0
2701,1,4231,2701,0.0
2702,2,4233,2702,2.0
2703,3,4235,2703,2.0
2704,4,4235,2704,0.0
2705,0,4237,2705,2.0
2706,1,4238,2706,1.0
2707,2,4241,2707,3.0
2708,3,4244,2708,3.0
2709,4,4244,2709,0.0
2710,0,4244,2710,0.0
2711,1,4245,2711,1.0
2712,2,4248,2712,3.0
2713,3,4250,2713,2.0
2714,4,4252,2714,2.0
2715,0,4254,2715,2.0
2716,1,4255,2716,1.0
2717,2,4258,2717,3.0
2718,3,4261,2718,3.0
2719,4,4263,2719,2.0
2720,0,4263,2720,0.0
2721,1,4264,2721,1.0
2722,2,4266,2722,2.0
2723,3,4269,2723,3.0
2724,4,4269,2724,0.0
2725,0,4269,2725,0.0
2726,1,4270,2726,1.0
2727,2,4273,2727,3.0
2728,3,4275,2728,2.0
2729,4,4277,2729,2.0
2730,0,4277,2730,0.0
2731,1,4277,2731,0.0
2732,2,4279,2732,2.0
2733,3,4281,2733,2.0
2734,4,4281,2734,0.0
2735,0,4283,2735,2.0
2736,1,4284,2736,1.0
2737,2,4286,2737,2.0
2738,3,4289,2738,3.0
2739,4,4291,2739,2.0
2740,0,4291,2740,0.0
2741,1,4292,2741,1.0
2742,2,4295,2742,3.0
2743,3,4298,2743,3.0
2744,4,4298,2744,0.0
2745,0,4298,2745,0.0
2746,1,4299,2746,1.0
2747,2,4302,2747,3.0
2748,3,4304,2748,2.0
2749,4,4306,2749,2.0
2750,0,4308,2750,2.0
2751,1,4309,2751,1.0
2752,2,4311,2752,2.0
2753,3,4313,2753,2.0
2754,4,4315,2754,2.0
2755,0,4315,2755,0.0
2756,1,4315,2756,0.0
2757,2,4317,2757,2.0
2758,3,4320,2758,3.0
2759,4,4324,2759,4.0
2760,0,4324,2760,0.0
2761,1,4324,2761,0.0
2762,2,4324,2762,0.0
2763,3,4327,2763,3.0
2764,4,4329,2764,2.0
2765,0,4329,2765,0.0
2766,1,4330,2766,1.0
2767,2,4330,2767,0.0
2768,3,4333,2768,3.0
2769,4,4335,2769,2.0
2770,0,4335,2770,0.0
2771,1,4336,2771,1.0
2772,2,4336,2772,0.0
2773,3,4338,2773,2.0
2774,4,4340,2774,2.0
2775,0,4340,2775,0.0
2776,1,4341,2776,1.0
2777,2,4343,2777,2.0
2778,3,4346,2778,3.0
2779,4,4350,2779,4.0
2780,0,4350,2780,0.0
2781,1,4350,2781,0.0
2782,2,4352,2782,2.0
2783,3,4352,2783,0.0
2784,4,4352,2784,0.0
2785,0,4352,2785,0.0
2786,1,4352,2786,0.0
2787,2,4355,2787,3.0
2788,3,4358,2788,3.0
2789,4,4360,2789,2.0
2790,0,4362,2790,2.0
2791,1,4362,2791,0.0
2792,2,4364,2792,2.0
2793,3,4367,2793,3.0
2794,4,4367,2794,0.0
2795,0,4367,2795,0.0
2796,1,4368,2796,1.0
2797,2,4371,2797,3.0
2798,3,4373,2798,2.0
2799,4,4377,2799,4.0
2800,0,4377,2800,0.0
2801,1,4378,2801,1.0
2802,2,4381,2802,3.0
2803,3,4383,2803,2.0
2804,4,4387,2804,4.0
2805,0,4387,2805,0.0
2806,1,4387,2806,0.0
2807,2,4389,2807,2.0
2808,3,4389,2808,0.0
2809,4,4389,2809,0.0
2810,0,4391,2810,2.0
2811,1,4392,2811,1.0
2812,2,4395,2812,3.0
2813,3,4398,2813,3.0
2814,4,4398,2814,0.0
2815,0,4400,2815,2.0
2816,1,4400,2816,0.0
2817,2,4402,2817,2.0
2818,3,4405,2818,3.0
2819,4,4409,2819,4.0
2820,0,4409,2820,0.0
2821,1,4409,2821,0.0
2822,2,4411,2822,2.0
2823,3,4413,2823,2.0
2824,4,4417,2824,4.0
2825,0,4419,2825,2.0
2826,1,4420,2826,1.0
2827,2,4423,2827,3.0
2828,3,4425,2828,2.0
2829,4,4427,2829,2.0
2830,0,4429,2830,2.0
2831,1,4430,2831,1.0
2832,2,4433,2832,3.0
2833,3,4435,2833,2.0
2834,4,4435,2834,0.0
2835,0,4435,2835,0.0
2836,1,4436,2836,1.0
2837,2,4439,2837,3.0
2838,3,4441,2838,2.0
2839,4,4443,2839,2.0
2840,0,4445,2840,2.0
2841,1,4446,2841,1.0
2842,2,4449,2842,3.0
2843,3,4451,2843,2.0
2844,4,4455,2844,4.0
2845,0,4455,2845,0.0
2846,1,4456,2846,1.0
2847,2,4459,2847,3.0
2848,3,4461,2848,2.0
2849,4,4461,2849,0.0
2850,0,4461,2850,0.0
2851,1,4462,2851,1.0
2852,2,4465,2852,3.0
2853,3,4467,2853,2.0
2854,4,4469,2854,2.0
2855,0,4469,2855,0.0
2856,1,4470,2856,1.0
2857,2,4473,2857,3.0
2858,3,4475,2858,2.0
2859,4,4476,2859,1.0
2860,0,4478,2860,2.0
2861,1,4479,2861,1.0
2862,2,4482,2862,3.0
2863,3,4484,2863,2.0
2864,4,4484,2864,0.0
2865,0,4484,2865,0.0
2866,1,4485,2866,1.0
2867,2,4488,2867,3.0
2868,3,4491,2868,3.0
2869,4,4491,2869,0.0
2870,0,4491,2870,0.0
2871,1,4492,2871,1.0
2872,2,4494,2872,2.0
2873,3,4495,2873,1.0
2874,4,4498,2874,3.0
2875,0,4498,2875,0.0
2876,1,4499,2876,1.0
2877,2,4501,2877,2.0
2878,3,4504,2878,3.0
2879,4,4508,2879,4.0
2880,0,4510,2880,2.0
2881,1,4511,2881,1.0
2882,2,4514,2882,3.0
2883,3,4516,2883,2.0
2884,4,4518,2884,2.0
2885,0,4518,2885,0.0
2886,1,4518,2886,0.0
2887,2,4520,2887,2.0
2888,3,4523,2888,3.0
2889,4,4523,2889,0.0
2890,0,4523,2890,0.0
2891,1,4524,2891,1.0
2892,2,4526,2892,2.0
2893,3,4529,2893,3.0
2894,4,4533,2894,4.0
2895,0,4533,2895,0.0
2896,1,4533,2896,0.0
2897,2,4533,2897,0.0
2898,3,4536,2898,3.0
2899,4,4538,2899,2.0
2900,0,4538,2900,0.0
2901,1,4539,2901,1.0
2902,2,4542,2902,3.0
2903,3,4545,2903,3.0
2904,4,4545,2904,0.0
2905,0,4545,2905,0.0
2906,1,4546,2906,1.0
2907,2,4549,2907,3.0
2908,3,4552,2908,3.0
2909,4,4556,2909,4.0
2910,0,4556,2910,0.0
2911,1,4556,2911,0.0
2912,2,4559,2912,3.0
2913,3,4562,2913,3.0
2914,4,4562,2914,0.0
2915,0,4564,2915,2.0
2916,1,4565,2916,1.0
2917,2,4568,2917,3.0
2918,3,4571,2918,3.0
2919,4,4573,2919,2.0
2920,0,4575,2920,2.0
2921,1,4576,2921,1.0
2922,2,4578,2922,2.0
2923,3,4580,2923,2.0
2924,4,4582,2924,2.0
2925,0,4584,2925,2.0
2926,1,4585,2926,1.0
2927,2,4586,2927,1.0
2928,3,4589,2928,3.0
2929,4,4589,2929,0.0
2930,0,4591,2930,2.0
2931,1,4592,2931,1.0
2932,2,4594,2932,2.0
2933,3,4595,2933,1.0
2934,4,4597,2934,2.0
2935,0,4599,2935,2.0
2936,1,4600,2936,1.0
2937,2,4602,2937,2.0
2938,3,4604,2938,2.0
2939,4,4605,2939,1.0
2940,0,4607,2940,2.0
2941,1,4607,2941,0.0
2942,2,4608,2942,1.0
2943,3,4610,2943,2.0
2944,4,4612,2944,2.0
2945,0,4612,2945,0.0
2946,1,4612,2946,0.0
2947,2,4614,2947,2.0
2948,3,4615,2948,1.0
2949,4,4618,2949,3.0
2950,0,4620,2950,2.0
2951,1,4620,2951,0.0
2952,2,4622,2952,2.0
2953,3,4625,2953,3.0
2954,4,4627,2954,2.0
2955,0,4627,2955,0.0
2956,1,4628,2956,1.0
2957,2,4631,2957,3.0
2958,3,4633,2958,2.0
2959,4,4635,2959,2.0
2960,0,4635,2960,0.0
2961,1,4636,2961,1.0
2962,2,4639,2962,3.0
2963,3,4641,2963,2.0
2964,4,4642,2964,1.0
2965,0,4642,2965,0.0
2966,1,4642,2966,0.0
2967,2,4645,2967,3.0
2968,3,4648,2968,3.0
